KMeans_Cluster,total_absence_percent,invalid_ratio,absent_subject_count
0,18.529130348478358,0.3637020964745442,11.653465346534654
1,11.851056754811374,0.0371462464501644,10.901190476190477
2,3.8459346518186353,0.033362845919531314,2.1
3,53.30368260173017,0.08221097948416661,10.426470588235293
4,61.9616709440109,0.6804442639402413,9.696969696969697
